fpr,tpr
0.0,0.0
0.0,0.01
0.0,0.02
0.01818181818181818,0.02
0.01818181818181818,0.03
0.02727272727272727,0.03
0.02727272727272727,0.05
0.03636363636363636,0.05
0.03636363636363636,0.08
0.05454545454545454,0.08
0.05454545454545454,0.16
0.06363636363636363,0.16
0.06363636363636363,0.17
0.07272727272727272,0.17
0.07272727272727272,0.23
0.09090909090909091,0.23
0.09090909090909091,0.24
0.1,0.24
0.1,0.28
0.10909090909090909,0.28
0.10909090909090909,0.29
0.13636363636363635,0.29
0.13636363636363635,0.31
0.14545454545454545,0.31
0.14545454545454545,0.35
0.15454545454545454,0.35
0.15454545454545454,0.37
0.16363636363636364,0.37
0.16363636363636364,0.47
0.18181818181818182,0.47
0.18181818181818182,0.52
0.20909090909090908,0.52
0.20909090909090908,0.59
0.22727272727272727,0.59
0.22727272727272727,0.61
0.24545454545454545,0.61
0.24545454545454545,0.63
0.2545454545454545,0.63
0.2545454545454545,0.64
0.2636363636363636,0.64
0.2636363636363636,0.67
0.2727272727272727,0.67
0.2727272727272727,0.68
0.2818181818181818,0.68
0.2818181818181818,0.7
0.3,0.7
0.3,0.71
0.3181818181818182,0.71
0.3181818181818182,0.72
0.37272727272727274,0.72
0.37272727272727274,0.73
0.45454545454545453,0.73
0.45454545454545453,0.76
0.4636363636363636,0.76
0.4636363636363636,0.77
0.4727272727272727,0.77
0.4727272727272727,0.79
0.4818181818181818,0.79
0.4818181818181818,0.85
0.5,0.85
0.5,0.87
0.509090909090909,0.87
0.509090909090909,0.89
0.5454545454545454,0.89
0.5454545454545454,0.9
0.5909090909090909,0.9
0.5909090909090909,0.91
0.6090909090909091,0.91
0.6090909090909091,0.92
0.6272727272727273,0.92
0.6272727272727273,0.93
0.6454545454545455,0.93
0.6454545454545455,0.94
0.6636363636363637,0.94
0.6636363636363637,0.95
0.7363636363636363,0.95
0.7363636363636363,0.96
0.7636363636363637,0.96
0.7636363636363637,0.97
0.7909090909090909,0.97
0.7909090909090909,0.98
0.8363636363636363,0.98
0.8363636363636363,0.99
0.8545454545454545,0.99
0.8545454545454545,1.0
1.0,1.0
